Модель,Год,Пробег,Цена,Описание
"BMW 5 серия E34",1990,209000,3000,"механика, 2,0 л, бензин, седан"
"BMW 4 серия  G22, G23, G26",2023,71000,59950,"автомат, 2,0 л, дизель, лифтбек"
"BMW 5 серия G30, G31",2018,255000,24000,"автомат, 2,0 л, дизель, универсал"
"BMW X5 G05 · Рестайлинг",2023,40000,110000,"автомат, 3,0 л, дизель, внедорожник 5 дв."
"BMW 5 серия E60, E61",2007,344800,8000,"механика, 3,0 л, бензин, седан"
"BMW 3 серия F30,F31 · Рестайлинг",2017,98000,24000,"автомат, 2,0 л, бензин, седан"
"BMW X5 E53",2003,300000,9000,"автомат, 3,0 л, бензин, внедорожник 5 дв."
"BMW i4",2023,23000,39900,"автомат, электро, седан, запас хода 590 км"
"BMW X3 G01",2021,44000,31700,"автомат, 2,0 л, бензин, внедорожник 5 дв."
"BMW 7 серия E38 · Рестайлинг",2000,400000,3500,"автомат, 3,9 л, дизель, седан"
"BMW 5 серия E34",1991,450000,2000,"механика, 2,0 л, бензин, седан"
"BMW 2 серия Gran Tourer F46, 7 мест",2015,290000,13300,"механика, 1,5 л, дизель, минивэн"
"BMW 1 серия F40",2020,230000,15200,"механика, 1,5 л, дизель, хэтчбек 5 дв."
"BMW 7 серия F02 (Long) · Рестайлинг",2015,181870,25100,"автомат, 4,4 л, бензин, седан"
"BMW 5 серия E60, E61 · Рестайлинг",2008,345000,12500,"автомат, 2,0 л, дизель, седан"
"BMW 7 серия E65, E66 · Рестайлинг",2007,300000,12000,"автомат, 3,0 л, бензин, седан"
"BMW 5 серия E39 · Рестайлинг",2002,340000,6500,"механика, 2,5 л, бензин, седан"
"BMW 5 серия E39 · Рестайлинг",2003,375000,11000,"механика, 2,9 л, дизель, универсал"
"BMW 5 серия E60, E61 · Рестайлинг",2008,290000,13000,"автомат, 3,0 л, бензин, седан"
"BMW 5 серия F07 (GT)",2011,317000,22000,"автомат, 3,0 л, дизель, лифтбек"
"BMW 3 серия E30",1986,466696,7800,"механика, 1,8 л, бензин, седан"
"BMW 3 серия E46",1999,280825,5500,"автомат, 1,9 л, бензин, седан"
"BMW 5 серия E39",1998,390000,7000,"механика, 2,0 л, бензин, седан"
"BMW 3 серия E36",1997,475000,2950,"механика, 2,5 л, бензин, седан"
"BMW 5 серия G30, G31 · Рестайлинг",2022,8000,47500,"автомат, 2,0 л, дизель, седан"
"BMW i3 I01",2016,36000,17500,"автомат, 0,6 л, бензин (гибрид), хэтчбек 5 дв."
"BMW 3 серия G20, G21",2021,93000,37000,"автомат, 2,0 л, бензин, седан"
"BMW 5 серия E60, E61",2006,378000,13250,"автомат, 3,0 л, дизель, седан"
"BMW 5 серия F07 (GT) · Рестайлинг",2013,320000,22850,"автомат, 3,0 л, дизель, лифтбек"
"BMW 4 серия F32, F33, F36 (Рестайлинг)",2019,115000,19700,"автомат, 1,5 л, бензин, лифтбек"
"BMW M3 G80",2022,29000,98000,"автомат, 3,0 л, бензин, седан"
"BMW 5 серия E39",1997,398000,3200,"автомат, 2,5 л, бензин, седан"
"BMW X7 I, 7 мест",2020,123500,68800,"автомат, 3,0 л, бензин, внедорожник 5 дв."
"BMW X1 F48 · Рестайлинг",2021,106000,21650,"робот, 1,5 л, дизель, внедорожник 5 дв."
"BMW X6 F16",2015,121000,46900,"автомат, 4,4 л, бензин, внедорожник 5 дв."
"BMW 5 серия E39",1996,200000,4800,"механика, 2,0 л, бензин, седан"
"BMW 3 серия E90, E91, E92, E93",2007,373019,8950,"механика, 2,0 л, дизель, универсал"
"BMW 5 серия G30, G31 · Рестайлинг",2020,105680,40700,"автомат, 2,0 л, дизель, универсал"
"BMW 5 серия E60, E61",2004,380000,10500,"автомат, 2,5 л, дизель, седан"
"BMW 7 серия G12 (Long)",2016,159000,32900,"автомат, 3,0 л, бензин, седан"
"BMW 2 серия F44",2020,117000,24900,"робот, 1,5 л, бензин, седан"
"BMW 5 серия E39",1998,360000,4200,"механика, 2,5 л, бензин, седан"
"BMW 7 серия E65",2002,400000,3550,"автомат, 4,4 л, бензин, седан"
"BMW 5 серия E60, E61",2004,497000,10800,"автомат, 2,5 л, дизель, универсал"
"BMW 5 серия F07 (GT)",2010,355000,13700,"автомат, 3,0 л, бензин, лифтбек"
"BMW X1 E84",2011,246676,10500,"автомат, 2,0 л, бензин, внедорожник 5 дв."
"BMW 6 серия G32",2018,206000,38600,"автомат, 3,0 л, дизель, лифтбек"
"BMW X5 G05",2019,111000,54500,"автомат, 3,0 л, бензин, внедорожник 5 дв."
"BMW 1 серия F20, F21",2011,213000,12500,"механика, 1,6 л, бензин, хэтчбек 5 дв."
"BMW 5 серия G30, G31",2018,68900,34999,"автомат, 2,0 л, бензин (гибрид), седан"
"BMW 1 серия E81, E82, E88, E87 · Рестайлинг",2011,188000,8800,"автомат, 1,6 л, бензин, хэтчбек 5 дв."
"BMW 2 серия Gran Tourer F46 · Рестайлинг",2021,161000,16400,"механика, 1,5 л, дизель, минивэн"
"BMW 5 серия E39",1999,403000,3200,"механика, 2,0 л, бензин, седан"
"BMW i3 I01",2017,83200,16200,"автомат, 0,6 л, бензин (гибрид), хэтчбек 5 дв."
"BMW 5 серия G30, G31 · Рестайлинг",2021,28000,39000,"автомат, 2,0 л, бензин, седан"
"BMW X1 F48 · Рестайлинг",2019,63000,26500,"автомат, 2,0 л, бензин, внедорожник 5 дв."
"BMW 2 серия F22 (Рестайлинг)",2020,88018,23800,"автомат, 1,5 л, бензин, купе"
"BMW 2 серия F44",2021,88088,23800,"робот, 1,5 л, бензин, седан"
"BMW X3 G01",2019,137000,30000,"автомат, 2,0 л, бензин, внедорожник 5 дв."
"BMW 3 серия E46",1998,336819,3500,"механика, 1,9 л, бензин, седан"
"BMW X5 E53",2003,280000,7850,"автомат, 3,0 л, бензин, внедорожник 5 дв."
"BMW X5 E70",2007,337961,14550,"автомат, 3,0 л, бензин, внедорожник 5 дв."
"BMW X6 E71",2011,305000,21900,"автомат, 3,0 л, дизель, внедорожник 5 дв."
"BMW X5 F15",2018,199000,38999,"автомат, 3,0 л, дизель, внедорожник 5 дв."
"BMW X6 F16",2015,243000,36900,"автомат, 3,0 л, дизель, внедорожник 5 дв."
"BMW 5 серия F07 (GT)",2010,293000,19750,"автомат, 3,0 л, дизель, лифтбек"
"BMW 7 серия F02 (Long)",2008,219000,13950,"автомат, 4,4 л, бензин, седан"
"BMW 5 серия E39 · Рестайлинг",2000,580000,5900,"механика, 3,0 л, бензин, седан"
"BMW 3 серия E36",1992,300000,1900,"механика, 1,6 л, бензин, седан"
"BMW X3 G01",2020,138000,48500,"автомат, 2,0 л, дизель, внедорожник 5 дв."
"BMW 7 серия F02 (Long) · Рестайлинг",2012,196000,22500,"автомат, 3,0 л, бензин, седан"
"BMW X1 F48 · Рестайлинг",2019,94000,28000,"автомат, 2,0 л, бензин, внедорожник 5 дв."
"BMW X5 G05",2019,72000,69900,"автомат, 3,0 л, дизель, внедорожник 5 дв."
"BMW 5 серия F07 (GT)",2012,262000,22999,"автомат, 3,0 л, дизель, лифтбек"
"BMW 3 серия G20, G21 · Рестайлинг",2022,13900,47500,"автомат, 2,0 л, бензин, седан"
"BMW 3 серия E46",2002,340000,10000,"механика, 2,5 л, бензин, купе"
"BMW 3 серия F30, F31",2012,287000,16200,"автомат, 2,0 л, бензин, седан"
"BMW X6 E71",2009,230000,18200,"автомат, 3,0 л, бензин, внедорожник 5 дв."
"BMW 5 серия E39",1998,400000,5500,"автомат, 2,5 л, дизель, седан"
"BMW X6 E71",2011,305000,22700,"автомат, 3,0 л, дизель, внедорожник 5 дв."
"BMW 3 серия E36",1994,400769,2600,"механика, 1,6 л, бензин, седан"
"BMW i3 I01",2014,240000,7600,"автомат, электро, хэтчбек 5 дв., запас хода 100 км"
"BMW X5 E53 · Рестайлинг",2006,325000,16200,"автомат, 3,0 л, дизель, внедорожник 5 дв."
"BMW X6 G06 · Рестайлинг",2023,31500,128000,"автомат, 3,0 л, дизель, внедорожник 5 дв."
"BMW 5 серия E39 · Рестайлинг",2004,300000,4800,"автомат, 2,5 л, дизель, универсал"
"BMW X3 G01",2018,205000,33100,"автомат, 2,0 л, дизель, внедорожник 5 дв."
"BMW X3 G01",2018,200000,30499,"автомат, 2,0 л, дизель, внедорожник 5 дв."
"BMW X5 G05 · Рестайлинг",2023,53000,85900,"автомат, 3,0 л, бензин, внедорожник 5 дв."
"BMW i4",2023,8500,35900,"автомат, электро, седан, запас хода 486 км"
"BMW 3 серия E36",1995,500000,1900,"механика, 2,5 л, дизель, универсал"
"BMW 5 серия E39 · Рестайлинг",2001,493000,5500,"автомат, 2,5 л, дизель, седан"
"BMW 3 серия E46",2001,416931,5650,"механика, 3,0 л, бензин, седан"
"BMW 5 серия E39 · Рестайлинг",2001,487000,8300,"автомат, 2,9 л, дизель, седан"
"BMW 3 серия E46 · Рестайлинг",2003,233000,6000,"механика, 2,0 л, бензин, седан"
"BMW 5 серия G30, G31",2018,173000,29500,"автомат, 2,0 л, бензин, седан"
"BMW X3 G01",2020,206000,39900,"автомат, 2,0 л, дизель, внедорожник 5 дв."
"BMW 5 серия E60, E61 · Рестайлинг",2008,314000,12500,"автомат, 2,0 л, дизель, седан"
"BMW X5 G05 · Рестайлинг",2023,50000,85600,"автомат, 3,0 л, бензин, внедорожник 5 дв."
"BMW X5 E53 · Рестайлинг",2004,412000,12500,"автомат, 3,0 л, дизель, внедорожник 5 дв."
"BMW 3 серия E90, E91, E92, E93",2005,328000,8000,"механика, 2,0 л, бензин, седан"
"BMW 5 серия E60, E61",2004,302905,11950,"механика, 2,5 л, дизель, седан"
"BMW X6 E71",2010,305318,21450,"автомат, 3,0 л, дизель, внедорожник 5 дв."
"BMW 3 серия E90, E91, E92, E93 · Рестайлинг",2011,303045,12050,"автомат, 2,0 л, дизель, универсал"
"BMW 5 серия E39 · Рестайлинг",2003,500000,7000,"механика, 2,5 л, дизель, универсал"
"BMW 7 серия E38",1996,442000,4500,"автомат, 2,8 л, бензин, седан"
"BMW 3 серия E30",1988,258455,1500,"механика, 2,5 л, бензин, седан"
"BMW X5 E70",2008,240400,17500,"автомат, 3,0 л, бензин, внедорожник 5 дв."
"BMW 7 серия F01, F04 · Рестайлинг",2012,284000,20600,"автомат, 3,0 л, дизель, седан"
"BMW X3 G01",2021,59250,40500,"автомат, 2,0 л, бензин, внедорожник 5 дв."
"BMW 7 серия E65",2002,370000,7000,"автомат, 4,4 л, бензин, седан"
"BMW 3 серия F30, F31",2013,276000,17000,"автомат, 2,0 л, дизель, универсал"
"BMW 8 серия G14, G15, G16",2019,10754,85000,"автомат, 4,4 л, бензин, купе"
"BMW 2 серия Active Tourer F45 · Рестайлинг",2021,153000,17800,"автомат, 1,5 л, дизель, минивэн"
"BMW 5 серия G30, G31",2019,88000,36900,"автомат, 3,0 л, дизель, универсал"
"BMW 2 серия Gran Tourer F46",2016,204000,12600,"механика, 1,5 л, дизель, минивэн"
"BMW 5 серия E60, E61 · Рестайлинг",2008,347860,9500,"механика, 2,0 л, дизель, седан"
"BMW X4 G02 · Рестайлинг",2024,23000,80950,"автомат, 2,0 л, дизель, внедорожник 5 дв."
"BMW X1 F48",2019,158000,19150,"робот, 1,5 л, дизель, внедорожник 5 дв."
"BMW 3 серия E90, E91, E92, E93",2005,450000,10000,"автомат, 2,0 л, дизель, универсал"
"BMW X3 G01",2019,200000,27000,"автомат, 2,0 л, бензин, внедорожник 5 дв."
"BMW X1 E84",2009,359000,12600,"автомат, 2,0 л, дизель, внедорожник 5 дв."
"BMW 5 серия G30, G31",2018,240000,31500,"автомат, 2,0 л, дизель, универсал"
"BMW 5 серия E60, E61",2004,427000,9200,"автомат, 3,0 л, бензин, седан"
"BMW 3 серия E46 · Рестайлинг",2003,202222,8100,"механика, 2,2 л, бензин, седан"
